Name,Reviews,Contact,Website,Location
Hu Tong Jian Bing,34 reviews,(415) 529-2015,https://hutongjianbing.wixsite…,"2291 3rd St,San Francisco, CA 94107,19th St & 20th St,Dogpatch, Potrero Hill"
Lokma,515 reviews,(415) 702-6263,http://www.lokmasf.com,"1801 Clement St,San Francisco, CA 94121,19th Ave & 20th Ave,Outer Richmond"
Lark,311 reviews,(415) 400-4623,http://www.larksf.com/,"4068 18th St,San Francisco, CA 94114,Hartford St & Castro St,Castro"
Bottega,308 reviews,(415) 655-9048,https://www.bottegavalencia.co…,"1132 Valencia St,San Francisco, CA 94110,23rd St & 22nd St,Mission"
Mamahuhu,264 reviews,(415) 742-4958,https://www.eatmamahuhu.com,"517 Clement St,San Francisco, CA 94118,7th Ave & 6th Ave,Inner Richmond"
Udon Mugizo,1211 reviews,(415) 931-3118,http://mugizo-us.com,"1581 Webster St,Ste 217,San Francisco, CA 94115,Post St & Geary Blvd,Lower Pacific Heights, Japantown"
Caliente Bistro Kitchen,131 reviews,(415) 379-6250,https://calientebistro.com,"4828 Geary Blvd,San Francisco, CA 94118,Funston Ave & 12th Ave,Inner Richmond"
MaMo,186 reviews,(628) 267-2640,http://mamosf.com,"3659 Buchanan St,San Francisco, CA 94123,North Point St & Bay St,Marina/Cow Hollow"
Bella Trattoria,1673 reviews,(415) 221-0305,https://osteriabella.com,"3854 Geary Blvd,San Francisco, CA 94118,4th Ave & 2nd Ave,Inner Richmond"
Mezze and Mooore,19 reviews,(415) 654-5089,,"198 Guerrero St,San Francisco, CA 94103,Brosnan St & 14th St,Mission"
Otra,105 reviews,(415) 500-2774,https://www.otrasf.com,"682 Haight St,San Francisco, CA 94117,Steiner St & Pierce St,Lower Haight"
Poesia,848 reviews,(415) 252-9325,http://poesiasf.com/,"4072 18th St,San Francisco, CA 94114,Hartford St & Castro St,Castro"
San Tung,7591 reviews,(415) 242-0828,https://www.santungsf.com,"1031 Irving St,San Francisco, CA 94122,12th Ave & 11th Ave,Inner Sunset"
Billingsgate,58 reviews,(415) 590-3001,https://www.billingsgatesf.com,"3859 24th St,San Francisco, CA 94114,Sanchez St & Vicksburg St,Noe Valley"
Komaaj,176 reviews,(415) 598-8286,http://www.komaaj.com,"3359 26th St,San Francisco, CA 94110,Capp St & Lilac St,Mission"
Che Fico Alimentari,145 reviews,(415) 416-6980,https://www.cheficoalimentari.…,"834 Divisadero St,San Francisco, CA 94117,Mcallister St & Fulton St,Alamo Square"
Hodala,639 reviews,(415) 702-9510,,"5801 Geary Blvd,San Francisco, CA 94121,23rd Ave & 22nd Ave,Outer Richmond"
Poesia Café,3 reviews,,,"4076 18th St,San Francisco, CA 94114,Hartford St & Castro St,Castro"
Perilla,1469 reviews,(415) 564-9980,https://perillasftogo.cuteorde…,"836 Irving St,San Francisco, CA 94122,10th Ave & 9th Ave,Inner Sunset"
Noodle in a Haystack,54 reviews,,http://www.noodleinhaystack.co…,"4601 Geary Blvd,San Francisco, CA 94118,11th Ave & 10th Ave,Inner Richmond"
Zazie,4892 reviews,(415) 564-5332,http://www.zaziesf.com/,"941 Cole St,San Francisco, CA 94117,Parnassus Ave & Carl St,Cole Valley"
Dabao Singapore,70 reviews,,http://www.dabaosingapore.com,"1661 Tennessee St,Ste 2k,San Francisco, CA 94107,Cesar Chavez St & 26th St,Potrero Hill"
Frances,1522 reviews,(415) 621-3870,http://www.frances-sf.com/,"3870 17th St,San Francisco, CA 94114,Pond St & Noe St,Castro"
Brenda's Meat & Three,1348 reviews,(415) 926-8657,http://www.brendasmeatandthree…,"919 Divisadero St,San Francisco, CA 94115,Mcallister St & Golden Gate Ave,NoPa"
Presidio Kebab,243 reviews,(415) 947-7163,http://presidiokebab.com,"3277 Sacramento St,San Francisco, CA 94115,Lyon St & Presidio Ave,Presidio Heights, Pacific Heights"
Kitchen Story,3798 reviews,(415) 525-4905,http://kitchenstorysf.com,"3499 16th St,San Francisco, CA 94114,Dehon St & Sanchez St,Castro"
Taksim,52 reviews,(415) 757-0989,http://www.taksimsf.com,"564 4th St,San Francisco, CA 94107,Welsh St & Freelon St,Mission Bay"
San Ho Won,196 reviews,(415) 868-4479,https://sanhowon.com,"2170 Bryant St,San Francisco, CA 94110,19th St & 20th St,Mission"
Padrecito,1041 reviews,(415) 742-5505,http://www.padrecitosf.com,"901 Cole St,San Francisco, CA 94117,Parnassus Ave & Carl St,Cole Valley"
ILCHA,68 reviews,(415) 613-9288,http://www.ilchasf.com,"2151 Lombard St,San Francisco, CA 94123,United States Highway 101 & Fillmore St,Marina/Cow Hollow"
Suppenküche,3251 reviews,(415) 252-9289,http://www.suppenkuche.com,"525 Laguna St,San Francisco, CA 94102,Linden St & Fell St,Hayes Valley"
Cote Ouest Bistro,121 reviews,(415) 896-4709,https://www.coteouestbistro.co…,"2953 Baker St,San Francisco, CA 94123,Lombard St & Greenwich St,Marina/Cow Hollow"
Unco Frank’s,62 reviews,(510) 279-8642,,"443 Clement St,San Francisco, CA 94118,6th Ave & 5th Ave,Inner Richmond"
Troya,676 reviews,(415) 563-1000,https://www.troyasf.com,"2125 Fillmore St,San Francisco, CA 94115,California St & Sacramento St,Pacific Heights"
Souvla,1606 reviews,(415) 400-5458,http://www.souvla.com,"517 Hayes St,San Francisco, CA 94102,Octavia St & Laguna St,Hayes Valley"
Ben Thai Cafe,740 reviews,(415) 771-2562,http://benthaicafe.com,"1331 Polk St,San Francisco, CA 94109,Austin St & Pine St,Lower Nob Hill, Nob Hill"
Mangrove Kitchen,346 reviews,(415) 552-6881,http://www.mangrovethaikitchen…,"312 Divisadero St,San Francisco, CA 94117,Oak St & Page St,Lower Haight"
Dumpling Home,612 reviews,(415) 503-1666,http://dumplinghome.com,"298 Gough St,San Francisco, CA 94102,Fell St & Hickory St,Hayes Valley"
Chome,159 reviews,(415) 757-0922,,"2193 Mission St,San Francisco, CA 94110,Sycamore St & 18th St,Mission"
Ocean Indian Cuisine,230 reviews,(415) 751-4433,http://www.oceanindiancuisine.…,"6127 Geary Blvd,San Francisco, CA 94121,26th Ave & 25th Ave,Outer Richmond"
Vico Cavone,106 reviews,(415) 226-7800,http://vicocavone.com,"4248 18th St,San Francisco, CA 94114,Diamond St & Collingwood St,Castro"
Cafe De Casa,120 reviews,(415) 829-7915,http://www.cafedecasa.com,"3985 17th St,San Francisco, CA 94114,Hartford St & Market St,Castro"
DragonEats,276 reviews,(415) 522-6689,,"1671 Haight St,San Francisco, CA 94117,Cole St & Belvedere St,The Haight"
Surisan,2782 reviews,(415) 771-8449,https://www.surisansf.com,"505 Beach St,San Francisco, CA 94133,Jones St & Leavenworth St,Fisherman's Wharf, North Beach/Telegraph Hill"
Tratto,626 reviews,(415) 292-8151,http://tratto-sf.com,"501 Geary St,San Francisco, CA 94102,Taylor St & Shannon St,Tenderloin"
Noosh,544 reviews,(415) 231-5985,http://www.nooshsf.com,"2001 Fillmore St,San Francisco, CA 94115,California St & Pine St,Lower Pacific Heights"
Daeho Kalbijjim & Beef Soup,1436 reviews,(415) 563-1388,,"1620 Post St,San Francisco, CA 94115,Laguna St & Buchanan St,Japantown, Lower Pacific Heights"
Sweet Maple,4367 reviews,(415) 655-9169,http://www.sweetmaplesf.com,"2101 Sutter St,San Francisco, CA 94115,Steiner St & Pierce St,Lower Pacific Heights"
State Bird Provisions,2972 reviews,(415) 795-1272,https://statebirdsf.com/home/,"1529 Fillmore St,San Francisco, CA 94115,Ofarrell St & Geary Blvd,Western Addition"
Purple Rice,208 reviews,(415) 932-6257,,"509 Haight St,San Francisco, CA 94117,Steiner St & Fillmore St,Lower Haight"
Copas,76 reviews,(415) 829-2614,http://www.copasonmarket.com,"2223 Market St,San Francisco, CA 94114,Sanchez St & 15th St,Castro"
The Pawn Shop,430 reviews,(415) 874-8041,https://thepawnshopsf.com,"993 Mission St,San Francisco, CA 94103,6th St & Mary St,SoMa"
Hinodeya Ramen Bar,1636 reviews,(415) 216-5011,http://hinodeyaramen.com,"1737 Buchanan St,San Francisco, CA 94115,Post St & Sutter St,Japantown, Lower Pacific Heights"
Heroic Italian,97 reviews,(650) 224-5999,https://heroicitalian.com,"572 Castro St,Swirl on Castro Wine Bar,San Francisco, CA 94114,19th St & 18th St,Castro"
KAIYŌ Cow Hollow,557 reviews,(415) 525-4804,http://www.kaiyosf.com,"1838 Union St,San Francisco, CA 94123,Octavia St & Laguna St,Marina/Cow Hollow"
Delarosa,1788 reviews,(415) 673-7100,http://www.delarosasf.com,"2175 Chestnut St,San Francisco, CA 94123,Steiner St & Pierce St,Marina/Cow Hollow"
Wasabi Bistro,523 reviews,(415) 701-0082,http://www.wasabisf.com,"524 Castro St,San Francisco, CA 94114,19th St & 18th St,Castro"
The View Lounge,1881 reviews,(415) 896-1600,https://www.marriott.com/hotel…,"780 Mission St,San Francisco, CA 94103,Opera Aly & 4th St,Union Square, SoMa, Financial District"
Beretta,3982 reviews,(415) 695-1199,http://berettasf.com,"1199 Valencia St,San Francisco, CA 94110,22nd St & 23rd St,Mission"
Malasa,173 reviews,(415) 682-9980,http://www.malasasf.com,"1336 9th Ave,San Francisco, CA 94122,Irving St & Judah St,Inner Sunset"
Dumpling Baby China Bistro,152 reviews,(415) 592-8232,https://dumplingbabysf.com,"3751 Geary Blvd,San Francisco, CA 94118,2nd Ave & Arguello Blvd,Inner Richmond"
Jane on Fillmore,1096 reviews,(415) 931-5263,http://www.itsjane.com,"2123 Fillmore St,San Francisco, CA 94115,California St & Sacramento St,Pacific Heights"
The Soup,15 reviews,(415) 463-6099,,"2315 Irving St,San Francisco, CA 94122,25th Ave & 24th Ave,Outer Sunset"
Willkommen,172 reviews,(415) 766-9225,http://willkommen.beer,"2198 Market St,San Francisco, CA 94114,Sanchez St & 15th St,Duboce Triangle"
The Korner Store,57 reviews,,,"736 Valencia St,San Francisco, CA 94110,19th St & 18th St,Mission"
Moku Yakitori-Ya,52 reviews,,,"312 8th Ave,San Francisco, CA 94118,Geary Blvd & Clement St,Inner Richmond"
Flores,827 reviews,(415) 796-2926,https://www.floressf.com,"2030 Union St,San Francisco, CA 94123,Webster St & Buchanan St,Marina/Cow Hollow"
Good Good Culture Club,145 reviews,,http://ggccsf.com,"3560 18th St,San Francisco, CA 94110,Linda St & Dearborn St,Mission"
Castro Tarts,310 reviews,(415) 861-3268,https://castrotarts.squarespac…,"564 Castro St,San Francisco, CA 94114,19th St & 18th St,Castro"
Q's Sandwich Shop,28 reviews,(415) 757-0112,https://qs-sandwich-shop.squar…,"258 Divisadero St,San Francisco, CA 94117,Page St & Haight St,Lower Haight"
Flour & Water Pasta Shop,38 reviews,,https://flourandwaterpastashop…,"3000 20th St,San Francisco, CA 94110,Alabama St & Florida St,Mission"
Sunset Cantina,271 reviews,(415) 571-8874,https://sunsetcantinasf.com,"3414 Judah St,San Francisco, CA 94122,39th Ave & 40th Ave,Outer Sunset"
Bonita Taqueria Y Rotisserie,71 reviews,(415) 552-2125,http://sfbonita.com,"3600 16th St,San Francisco, CA 94114,Noe St & Castro St,Duboce Triangle"
Brenda's French Soul Food,11679 reviews,(415) 345-8100,http://frenchsoulfood.com,"652 Polk St,San Francisco, CA 94102,Turk St & Eddy St,Tenderloin"
Roma Antica,1081 reviews,(415) 896-4281,https://www.romaSF.com,"3242 Scott St,San Francisco, CA 94123,Chestnut St & Lombard St,Marina/Cow Hollow"
Original Joe's,1792 reviews,(415) 775-4877,https://originaljoes.com,"601 Union St,San Francisco, CA 94133,Columbus Ave & Stockton St,North Beach/Telegraph Hill"
Super Duper Burgers,1398 reviews,(415) 558-8123,https://www.superduperburgers.…,"2304 Market St,San Francisco, CA 94114,Noe St & Castro St,Duboce Triangle"
The Italian Homemade Company,1768 reviews,(415) 712-8874,http://www.italianhomemadecomp…,"716 Columbus Ave,San Francisco, CA 94133,Scotland St & Greenwich St,Russian Hill, North Beach/Telegraph Hill"
LaLe,556 reviews,(415) 566-8814,http://www.lalesf.com,"731 Irving St,San Francisco, CA 94122,9th Ave & 8th Ave,Inner Sunset"
Sorella,70 reviews,(415) 359-1212,http://www.sorellasf.com,"1760 Polk St,San Francisco, CA 94109,Washington St & Clay St,Nob Hill"
L’Ardoise Bistro,1362 reviews,(415) 437-2600,http://www.ardoisesf.com,"151 Noe St,San Francisco, CA 94114,15th St & Henry St,Duboce Triangle"
Berliner Berliner,62 reviews,(415) 795-1457,https://berlinerberliner.com,"545 Haight St,San Francisco, CA 94117,Steiner St & Fillmore St,Lower Haight"
Bansang,106 reviews,(415) 697-5879,https://www.bansangsf.com,"1560 Fillmore St,San Francisco, CA 94115,Ofarrell St & Geary Blvd,Western Addition, Fillmore"
Picaro,1803 reviews,(415) 431-4089,https://picarocafe.com,"3120 16th St,San Francisco, CA 94103,Valencia St,Mission"
The Little Chihuahua,1558 reviews,(415) 255-8225,http://thelittlechihuahua.com,"292 Divisadero St,San Francisco, CA 94117,Haight St & Page St,Lower Haight"
Abrazo,139 reviews,(415) 872-9239,http://Abrazosf.com,"2000 Hyde St,San Francisco, CA 94109,Russian Hill"
Village Rotisserie,76 reviews,(415) 660-7852,http://www.villagerotisserie.c…,"4063 24th St,San Francisco, CA 94114,Noe St & Castro St,Noe Valley"
Lime Tree Southeast Asian Kitchen,1545 reviews,(415) 665-1415,http://limetreesoutheastasiank…,"450 Irving St,San Francisco, CA 94122,6th Ave & 5th Ave,Inner Sunset"
MaMa Ji's,848 reviews,(415) 626-4416,http://www.mamajissf.com,"4416 18th St,San Francisco, CA 94114,Douglass St & Eureka St,Castro"
Bodega,148 reviews,(415) 655-9341,http://Bodegarestaurants.com,"138 Mason St,San Francisco, CA 94102,Ellis St & Eddy St,Union Square"
Arang,15 reviews,(415) 775-9095,,"1506 Fillmore St,San Francisco, CA 94115,Ofarrell St & Geary Blvd,Western Addition, Fillmore"
Pizzeria Delfina - Pacific Heights,1516 reviews,(415) 440-1189,https://www.pizzeriadelfina.co…,"2406 California St,San Francisco, CA 94115,Fillmore St & Steiner St,Pacific Heights"
Hog Island Oyster,6592 reviews,(415) 391-7117,http://www.hogislandoysters.co…,"1 Ferry Bldg,Shop 11,San Francisco, CA 94111,Embarcadero, SoMa"
Ragazza,713 reviews,(415) 255-1133,http://www.ragazzasf.com,"311 Divisadero St,San Francisco, CA 94117,Lower Haight"
a Mano,1341 reviews,(415) 506-7401,http://amanosf.com,"450 Hayes St,San Francisco, CA 94102,Octavia St & Gough St,Hayes Valley"
Automat,140 reviews,(415) 296-6680,http://automatsf.com,"1801 McAllister St,San Francisco, CA 94115,Baker St & Lyon St,NoPa"
opa cafe,437 reviews,(415) 913-7745,https://www.opasf.com,"2401 Post St,San Francisco, CA 94115,Lower Pacific Heights"
Wooden Spoon,518 reviews,(415) 946-3005,http://www.woodenspoonsf.com,"2172 Market St,San Francisco, CA 94114,Duboce Triangle"
Om Sabor,23 reviews,(831) 291-3773,https://omsabor.com,"370 Grove St,Phonobar,San Francisco, CA 94102,Gough St & Franklin St,Hayes Valley"
Birba,163 reviews,(415) 549-7612,http://www.birbawine.com,"458 Grove St,San Francisco, CA 94102,Octavia St & Gough St,Hayes Valley"
Tacorgasmico,318 reviews,(415) 565-0655,https://tacorgasmicosf.com,"2337 Market St,San Francisco, CA 94114,Noe St & Castro St,Castro"
Hazie's,22 reviews,,http://www.haziessf.com,"501 Hayes St,San Francisco, CA 94102,Octavia St & Laguna St,Hayes Valley"
NOVY Restaurant,490 reviews,(415) 829-8383,http://www.novysf.com,"4000 24th St,San Francisco, CA 94114,Noe St & Castro St,Noe Valley"
Besharam,326 reviews,(415) 580-7662,https://www.besharamrestaurant…,"1275 Minnesota St,San Francisco, CA 94107,24th St & 23rd St,Potrero Hill"
Cafe Okawari,230 reviews,(415) 801-5927,https://www.cafeokawari.com,"236 Townsend St,San Francisco, CA 94107,Clyde St & Ritch St,Mission Bay"
Freekeh,77 reviews,(415) 553-8966,http://freekehsf.com,"3126 16th St,San Francisco, CA 94103,Valencia St,Mission"
Little Original Joe's,183 reviews,(415) 759-1155,http://www.littleoriginaljoes.…,"393 W Portal Ave,San Francisco, CA 94127,West Portal"
The Public Izakaya,68 reviews,(415) 658-7588,,"700 Post St,San Francisco, CA 94109,Leavenworth St & Jones St,Lower Nob Hill"
YH-Beijing,222 reviews,(415) 355-9125,http://YH-Beijing.com,"500 Haight St,San Francisco, CA 94117,Steiner St & Fillmore St,Lower Haight"
Mamanoko,422 reviews,(415) 346-8494,http://www.mamanokosf.com,"2317 Chestnut St,San Francisco, CA 94123,Divisadero St & Scott St,Marina/Cow Hollow"
1428 HAIGHT Patio Cafe & Crepery,451 reviews,(415) 864-8484,http://www.1428haight.com,"1428 Haight St,San Francisco, CA 94117,Masonic Ave & Ashbury St,The Haight"
Dinosaurs,947 reviews,(415) 503-1421,http://eatdinosaurs.com,"2275 Market St,San Francisco, CA 94114,Sanchez St & 16th St,Castro"
Kitchen Woori,55 reviews,(415) 829-3159,http://kitchenwoori.com,"1545 Fillmore St,San Francisco, CA 94115,Ofarrell St & Geary Blvd,Western Addition"
The House of Hummus,81 reviews,(415) 374-7803,https://the-house-of-hummus.my…,"5 Masonic Ave,San Francisco, CA 94118,Presidio Ave & Pine St,Laurel Heights, Inner Richmond"
Ernest,250 reviews,(415) 829-2961,https://www.ernestsf.com,"1890 Bryant St,Ste 100,San Francisco, CA 94110,Mariposa St & 17th St,Mission"
Hoshinoya,166 reviews,(415) 610-3929,http://www.hoshinoyasf.com,"1740 Buchanan St,San Francisco, CA 94115,Post St & Sutter St,Japantown, Lower Pacific Heights"
Barrio Chino,89 reviews,(415) 400-4522,http://www.barriochinosf.com,"2030 Lombard St,San Francisco, CA 94123,Webster St & United States Highway 101,Marina/Cow Hollow"
Hing Lung Company aka Go Duck Yourself,173 reviews,,,"1261 Stockton St,San Francisco, CA 94133,Broadway St & Stark St,Chinatown"
3rd Cousin,373 reviews,(415) 814-3709,http://www.3rdcousinsf.com/,"919 Cortland Ave,San Francisco, CA 94110,Bernal Heights"
Yuanbao Jiaozi,472 reviews,(415) 702-6506,https://yuanbaojiaozisf.com,"2110 Irving St,San Francisco, CA 94122,22nd Ave & 23rd Ave,Outer Sunset"
Foghorn Taproom,138 reviews,(628) 280-1792,https://www.foghorntaproom.com,"450 Balboa St,San Francisco, CA 94118,6th Ave & 5th Ave,Inner Richmond"
That's My Jam,28 reviews,,http://www.thatsmyjam324.com,"324 Divisadero St,San Francisco, CA 94117,Oak St & Page St,Lower Haight"
Savor,39 reviews,(415) 702-6048,https://savor.menu,"401 Irving St,San Francisco, CA 94122,6th Ave & 5th Ave,Inner Sunset"
Uncle Tito,34 reviews,,http://www.uncletito.bar,"59 9th St,San Francisco, CA 94103,Jessie St & Market St,SoMa"
RT Rotisserie,128 reviews,,http://rtrotisserie.com,"302 Broderick St,San Francisco, CA 94117,Fell St & Oak St,Lower Haight"
Alnico,337 reviews,(415) 757-0889,,"1050 Valencia St,San Francisco, CA 94110,Hill St & 22nd St,Mission"
Wicked 6 Bar & Bites,9 reviews,(415) 757-0855,http://www.wicked6bar.com,"4092 18th St,San Francisco, CA 94114,Hartford St & Castro St,Castro"
Smokin’ Warehouse Barbecue,94 reviews,(415) 440-0088,https://www.smokinwarehousebbq…,"3336 Sacramento St,San Francisco, CA 94118,Walnut St & Presidio Ave,Presidio Heights"
Hai Ky Noodles,1090 reviews,(415) 771-2577,http://www.haikynoodles.com,"707 Ellis St,San Francisco, CA 94109,Larkin St & Polk St,Tenderloin"
